latitude,longitude,gridResolution,riskScore,riskLevel,crimeDensity,nightCrimeRate,severityScore,crimeCount,year
18.085,78.39,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
18.055,78.245,0.005,100.0,CRITICAL,296.3821,1.0,127.12,2,
18.055,78.225,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
18.08,78.43,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
18.12,78.335,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
18.045,78.205,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
18.045,78.21,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
18.08,78.145,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
17.93,78.265,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
18.045,78.19,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
18.095,78.45,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
17.92,78.395,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
18.07,78.095,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
18.0,78.18,0.005,74.88,HIGH,36.7825,0.5,24.96,2,
18.025,78.225,0.005,64.68,HIGH,36.0752,1.0,21.56,2,
18.005,78.17,0.005,60.0,HIGH,70.7356,0.0,40.0,1,
17.94,78.32,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
18.025,78.24,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
18.02,78.37,0.005,60.0,HIGH,70.7356,0.0,40.0,1,
18.125,78.255,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
17.99,78.355,0.005,15.0,SAFE,17.6839,0.0,10.0,1,
18.14,78.3,0.005,60.48,HIGH,50.9296,1.0,20.16,2,
18.035,78.205,0.005,100.0,CRITICAL,165.5213,0.8932,63.52,2,
17.98,78.37,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
18.1,78.32,0.005,100.0,CRITICAL,135.8123,1.0,107.52,1,
18.11,78.22,0.005,100.0,CRITICAL,255.3555,0.4681,85.72,2,
17.98,78.285,0.005,100.0,CRITICAL,135.8123,0.0,76.8,1,
18.095,78.235,0.005,100.0,CRITICAL,187.4493,1.0,74.2,2,
18.07,78.325,0.005,100.0,CRITICAL,135.8123,1.0,107.52,1,
17.0,79.345,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
17.045,79.225,0.005,100.0,CRITICAL,120.9579,0.883,61.7067,3,
17.13,79.31,0.005,42.0,MODERATE,24.7575,0.0,28.0,1,
17.135,79.21,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
16.985,79.31,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
17.15,79.23,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
17.055,79.275,0.005,22.8,SAFE,13.4398,0.0,15.2,1,
17.075,79.215,0.005,87.36,CRITICAL,36.7825,1.0,29.12,2,
17.18,79.215,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
16.96,79.285,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
17.15,79.18,0.005,37.2,MODERATE,21.928,0.0,24.8,1,
17.105,79.295,0.005,52.08,MODERATE,21.928,1.0,34.72,1,
17.01,79.31,0.005,100.0,CRITICAL,54.4664,0.5974,38.16,2,
17.085,79.16,0.005,100.0,CRITICAL,52.3443,1.0,41.44,2,
17.135,79.27,0.005,100.0,CRITICAL,170.4728,1.0,76.16,2,
16.975,79.205,0.005,100.0,CRITICAL,132.9829,1.0,105.28,1,
17.065,79.125,0.005,100.0,CRITICAL,132.9829,0.0,75.2,1,
17.08,79.4,0.005,100.0,CRITICAL,132.9829,1.0,105.28,1,
16.96,79.175,0.005,100.0,CRITICAL,154.9109,1.0,70.0,2,
17.035,79.195,0.005,100.0,CRITICAL,132.9829,1.0,105.28,1,
17.025,79.225,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
16.965,79.3,0.005,35.4,MODERATE,41.734,0.0,23.6,1,
17.16,79.445,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.1,79.265,0.005,53.76,MODERATE,45.2708,1.0,17.92,2,
17.085,79.285,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.115,79.295,0.005,100.0,CRITICAL,151.3742,0.0,85.6,1,
17.05,79.305,0.005,100.0,CRITICAL,179.6684,1.0,71.12,2,
17.165,79.3,0.005,100.0,CRITICAL,151.3742,1.0,119.84,1,
17.02,79.295,0.005,100.0,CRITICAL,377.0207,1.0,149.24,2,
17.18,79.155,0.005,100.0,CRITICAL,151.3742,1.0,119.84,1,
14.45,80.1,0.005,100.0,CRITICAL,164.8139,0.1974,63.16,2,
14.445,80.07,0.005,77.28,HIGH,32.5384,1.0,51.52,1,
14.43,79.945,0.005,100.0,CRITICAL,164.8139,1.0,78.12,2,
14.505,79.98,0.005,77.28,HIGH,32.5384,1.0,51.52,1,
14.485,80.16,0.005,77.28,HIGH,32.5384,1.0,51.52,1,
14.445,80.025,0.005,100.0,CRITICAL,56.5885,1.0,89.6,1,
14.415,80.005,0.005,100.0,CRITICAL,56.5885,1.0,89.6,1,
14.56,80.02,0.005,100.0,CRITICAL,56.5885,1.0,89.6,1,
14.335,79.905,0.005,96.0,CRITICAL,56.5885,0.0,64.0,1,
14.385,79.93,0.005,100.0,CRITICAL,56.5885,1.0,89.6,1,
14.495,80.0,0.005,57.36,MODERATE,26.1722,0.7297,19.12,2,
14.395,79.98,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
14.475,79.875,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
14.57,80.14,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
14.3,80.05,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
14.62,79.975,0.005,100.0,CRITICAL,146.4227,0.0,82.8,1,
14.395,79.89,0.005,100.0,CRITICAL,146.4227,1.0,115.92,1,
14.435,79.975,0.005,100.0,CRITICAL,146.4227,1.0,115.92,1,
14.58,79.925,0.005,100.0,CRITICAL,146.4227,1.0,115.92,1,
14.375,79.88,0.005,100.0,CRITICAL,146.4227,0.0,82.8,1,
14.29,80.01,0.005,100.0,CRITICAL,161.2771,1.0,127.68,1,
14.45,79.965,0.005,100.0,CRITICAL,218.573,1.0,109.2,2,
14.39,79.955,0.005,100.0,CRITICAL,168.3507,1.0,69.44,2,
14.445,80.09,0.005,100.0,CRITICAL,161.2771,1.0,127.68,1,
14.48,79.98,0.005,100.0,CRITICAL,166.2286,1.0,67.76,2,
14.35,80.03,0.005,100.0,CRITICAL,203.0111,0.0,114.8,1,
14.455,79.955,0.005,100.0,CRITICAL,290.0159,0.3,91.84,2,
14.38,80.015,0.005,100.0,CRITICAL,203.0111,0.0,114.8,1,
14.445,79.9,0.005,100.0,CRITICAL,203.0111,1.0,160.72,1,
14.33,79.925,0.005,100.0,CRITICAL,203.0111,0.0,114.8,1,
18.575,78.03,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.695,77.925,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.695,78.1,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.69,77.995,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.625,78.135,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.67,78.095,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.665,78.125,0.005,48.48,MODERATE,22.6354,0.6562,16.16,2,
18.615,78.085,0.005,63.84,HIGH,26.8795,1.0,21.28,2,
18.69,78.175,0.005,35.28,MODERATE,14.8545,1.0,23.52,1,
18.745,77.865,0.005,25.2,SAFE,14.8545,0.0,16.8,1,
18.89,78.035,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
18.725,78.135,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
18.71,78.22,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
18.765,78.025,0.005,22.8,SAFE,13.4398,0.0,15.2,1,
18.685,78.01,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
18.845,78.175,0.005,33.0,MODERATE,38.9046,0.0,22.0,1,
18.77,78.0,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
18.655,78.07,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
18.73,78.045,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
18.72,78.195,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
18.685,78.15,0.005,12.6,SAFE,10.6103,1.0,8.4,1,
18.8,78.14,0.005,12.6,SAFE,10.6103,1.0,8.4,1,
18.74,78.115,0.005,12.6,SAFE,10.6103,1.0,8.4,1,
18.5,78.01,0.005,12.6,SAFE,10.6103,1.0,8.4,1,
18.6,78.12,0.005,12.6,SAFE,10.6103,1.0,8.4,1,
18.66,78.155,0.005,100.0,CRITICAL,161.2771,0.0,91.2,1,
18.535,78.355,0.005,100.0,CRITICAL,161.2771,1.0,127.68,1,
18.655,78.195,0.005,100.0,CRITICAL,161.2771,1.0,127.68,1,
18.795,78.14,0.005,100.0,CRITICAL,161.2771,1.0,127.68,1,
18.675,78.075,0.005,100.0,CRITICAL,161.2771,0.0,91.2,1,
15.41,79.575,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
15.32,79.515,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
15.255,79.575,0.005,22.8,SAFE,13.4398,0.0,15.2,1,
15.27,79.69,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
15.465,79.54,0.005,31.92,MODERATE,13.4398,1.0,21.28,1,
15.41,79.63,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.425,79.555,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.29,79.685,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.325,79.68,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.26,79.72,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.335,79.705,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
15.4,79.54,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
15.245,79.61,0.005,6.0,SAFE,3.5368,0.0,4.0,1,
15.245,79.67,0.005,6.0,SAFE,3.5368,0.0,4.0,1,
15.235,79.625,0.005,6.0,SAFE,3.5368,0.0,4.0,1,
15.31,79.555,0.005,100.0,CRITICAL,119.5431,0.8284,50.8,2,
15.32,79.675,0.005,100.0,CRITICAL,99.0298,1.0,78.4,1,
15.345,79.56,0.005,84.0,CRITICAL,99.0298,0.0,56.0,1,
15.35,79.675,0.005,84.0,CRITICAL,99.0298,0.0,56.0,1,
15.3,79.545,0.005,84.0,CRITICAL,99.0298,0.0,56.0,1,
15.41,79.64,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
15.42,79.46,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
15.27,79.65,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
15.445,79.59,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
15.275,79.585,0.005,84.0,CRITICAL,70.7356,1.0,56.0,1,
15.355,79.525,0.005,100.0,CRITICAL,123.7873,1.0,49.0,2,
15.295,79.575,0.005,100.0,CRITICAL,164.8139,0.5107,56.12,2,
15.385,79.475,0.005,99.96,CRITICAL,84.1754,1.0,66.64,1,
15.225,79.755,0.005,99.96,CRITICAL,84.1754,1.0,66.64,1,
15.375,79.57,0.005,99.96,CRITICAL,84.1754,1.0,66.64,1,
17.395,78.415,0.005,100.0,CRITICAL,65.0767,1.0,51.52,2,
17.22,78.395,0.005,100.0,CRITICAL,50.9296,1.0,80.64,1,
17.47,78.495,0.005,100.0,CRITICAL,50.9296,1.0,80.64,1,
17.39,78.47,0.005,100.0,CRITICAL,84.1754,1.0,66.64,2,
17.24,78.61,0.005,86.4,CRITICAL,50.9296,0.0,57.6,1,
17.255,78.405,0.005,100.0,CRITICAL,58.7105,1.0,92.96,1,
17.195,78.57,0.005,100.0,CRITICAL,58.7105,1.0,92.96,1,
17.345,78.455,0.005,100.0,CRITICAL,58.7105,1.0,92.96,1,
17.315,78.565,0.005,100.0,CRITICAL,58.7105,1.0,92.96,1,
17.29,78.35,0.005,100.0,CRITICAL,58.7105,1.0,92.96,1,
17.295,78.39,0.005,62.16,HIGH,26.1722,1.0,41.44,1,
17.51,78.355,0.005,44.4,MODERATE,26.1722,0.0,29.6,1,
17.57,78.555,0.005,100.0,CRITICAL,91.9563,1.0,46.76,2,
17.415,78.38,0.005,62.16,HIGH,26.1722,1.0,41.44,1,
17.38,78.295,0.005,62.16,HIGH,26.1722,1.0,41.44,1,
17.465,78.425,0.005,94.92,CRITICAL,79.9312,1.0,63.28,1,
17.43,78.48,0.005,100.0,CRITICAL,289.3086,1.0,114.52,2,
17.24,78.46,0.005,94.92,CRITICAL,79.9312,1.0,63.28,1,
17.375,78.445,0.005,100.0,CRITICAL,269.5026,0.0,74.1333,3,
17.245,78.45,0.005,94.92,CRITICAL,79.9312,1.0,63.28,1,
17.41,78.535,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
17.415,78.455,0.005,100.0,CRITICAL,198.0597,0.8036,74.0,2,
17.405,78.37,0.005,33.0,MODERATE,38.9046,0.0,22.0,1,
17.495,78.445,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
17.365,78.305,0.005,46.2,MODERATE,38.9046,1.0,30.8,1,
17.42,78.51,0.005,100.0,CRITICAL,297.7968,1.0,235.76,1,
17.465,78.35,0.005,100.0,CRITICAL,297.7968,1.0,235.76,1,
17.295,78.46,0.005,100.0,CRITICAL,297.7968,1.0,235.76,1,
17.29,78.48,0.005,100.0,CRITICAL,297.7968,1.0,235.76,1,
17.36,78.47,0.005,100.0,CRITICAL,297.7968,0.0,168.4,1,
17.385,78.335,0.005,17.64,SAFE,4.9515,1.0,11.76,1,
17.45,78.355,0.005,17.64,SAFE,4.9515,1.0,11.76,1,
17.45,78.42,0.005,12.6,SAFE,4.9515,0.0,8.4,1,
17.375,78.42,0.005,17.64,SAFE,4.9515,1.0,11.76,1,
17.415,78.39,0.005,17.64,SAFE,4.9515,1.0,11.76,1,
15.615,79.855,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
15.605,79.855,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
15.585,79.74,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
15.63,79.72,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
15.74,79.7,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
15.67,79.61,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
15.73,79.805,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
15.655,79.775,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
15.535,79.725,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
15.64,79.86,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
18.345,83.925,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.35,83.96,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.325,83.775,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.18,84.01,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
18.275,83.84,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.28,83.92,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
18.235,83.845,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
18.255,83.83,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
18.35,83.855,0.005,41.16,MODERATE,26.1722,1.0,13.72,2,
18.175,83.96,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
18.43,83.95,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
18.385,83.825,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
18.31,83.93,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
18.185,83.93,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
18.345,83.965,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
18.215,84.09,0.005,31.92,MODERATE,26.8795,1.0,21.28,1,
18.19,83.94,0.005,31.92,MODERATE,26.8795,1.0,21.28,1,
18.22,83.85,0.005,22.8,SAFE,26.8795,0.0,15.2,1,
18.285,83.87,0.005,31.92,MODERATE,26.8795,1.0,21.28,1,
18.245,84.005,0.005,22.8,SAFE,26.8795,0.0,15.2,1,
18.29,83.99,0.005,39.48,MODERATE,33.2457,1.0,26.32,1,
18.25,84.08,0.005,39.48,MODERATE,33.2457,1.0,26.32,1,
18.33,83.84,0.005,39.48,MODERATE,33.2457,1.0,26.32,1,
18.275,83.985,0.005,43.08,MODERATE,35.3678,0.94,14.36,2,
18.4,83.895,0.005,100.0,CRITICAL,99.0298,1.0,39.2,2,
18.18,83.955,0.005,90.72,CRITICAL,76.3944,1.0,60.48,1,
18.17,83.89,0.005,90.72,CRITICAL,76.3944,1.0,60.48,1,
18.285,83.93,0.005,90.72,CRITICAL,76.3944,1.0,60.48,1,
18.3,83.925,0.005,90.72,CRITICAL,76.3944,1.0,60.48,1,
18.285,83.955,0.005,90.72,CRITICAL,76.3944,1.0,60.48,1,
16.52,80.805,0.005,30.0,MODERATE,17.6839,0.0,20.0,1,
16.45,80.615,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
16.5,80.45,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
16.53,80.685,0.005,30.0,MODERATE,17.6839,0.0,20.0,1,
16.44,80.68,0.005,31.2,MODERATE,18.3913,0.0,10.4,2,
16.445,80.69,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
16.455,80.62,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
16.585,80.635,0.005,84.24,CRITICAL,38.1972,0.8889,28.08,2,
16.445,80.66,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
16.45,80.685,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
16.415,80.52,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
16.735,80.7,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
16.61,80.735,0.005,37.92,MODERATE,22.6354,0.1875,8.4267,3,
16.445,80.655,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
16.495,80.74,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
16.6,80.63,0.005,100.0,CRITICAL,106.8107,1.0,61.04,2,
16.7,80.73,0.005,100.0,CRITICAL,164.8139,1.0,65.24,2,
16.52,80.63,0.005,70.56,HIGH,59.4179,1.0,47.04,1,
16.49,80.645,0.005,70.56,HIGH,59.4179,1.0,47.04,1,
16.455,80.465,0.005,70.56,HIGH,59.4179,1.0,47.04,1,
16.4,80.615,0.005,84.96,CRITICAL,91.2489,0.0543,28.32,2,
16.705,80.715,0.005,100.0,CRITICAL,86.2974,1.0,68.32,1,
16.585,80.615,0.005,100.0,CRITICAL,86.2974,1.0,68.32,1,
16.555,80.545,0.005,100.0,CRITICAL,86.2974,1.0,68.32,1,
16.49,80.585,0.005,100.0,CRITICAL,86.2974,1.0,68.32,1,
16.325,80.695,0.005,100.0,CRITICAL,369.9471,1.0,146.44,2,
16.44,80.645,0.005,100.0,CRITICAL,464.7328,1.0,122.64,3,
16.615,80.71,0.005,100.0,CRITICAL,367.8251,1.0,291.2,1,
16.44,80.57,0.005,100.0,CRITICAL,367.8251,0.0,208.0,1,
16.545,80.785,0.005,100.0,CRITICAL,367.8251,1.0,291.2,1,
16.45,80.58,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
16.565,80.62,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
16.4,80.77,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
16.61,80.61,0.005,100.0,CRITICAL,79.9312,1.0,42.1867,3,
16.24,80.63,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.53,80.695,0.005,9.24,SAFE,5.6588,0.125,3.08,2,
16.48,80.765,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.52,80.62,0.005,100.0,CRITICAL,150.6668,1.0,59.64,2,
16.545,80.64,0.005,26.88,SAFE,22.6354,1.0,8.96,2,
16.455,80.6,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.255,80.665,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.655,80.68,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.405,80.71,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
16.45,80.73,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
15.92,79.715,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
16.03,79.56,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
15.805,79.6,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.8,79.485,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.94,79.495,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.91,79.62,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.88,79.49,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
15.975,79.575,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
15.88,79.69,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
16.05,79.68,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
16.0,79.65,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.885,79.6,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.945,79.665,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.88,79.665,0.005,59.04,MODERATE,33.9531,0.0625,19.68,2,
16.0,79.645,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
15.905,79.54,0.005,56.28,MODERATE,47.3928,1.0,37.52,1,
15.95,79.585,0.005,56.28,MODERATE,47.3928,1.0,37.52,1,
15.965,79.595,0.005,40.2,MODERATE,47.3928,0.0,26.8,1,
15.94,79.565,0.005,56.28,MODERATE,47.3928,1.0,37.52,1,
15.83,79.625,0.005,56.28,MODERATE,47.3928,1.0,37.52,1,
15.985,79.71,0.005,28.8,SAFE,33.9531,0.0,19.2,1,
15.825,79.645,0.005,40.32,MODERATE,33.9531,1.0,26.88,1,
15.81,79.7,0.005,100.0,CRITICAL,399.6561,1.0,158.2,2,
15.97,79.59,0.005,40.32,MODERATE,33.9531,1.0,26.88,1,
15.96,79.66,0.005,40.32,MODERATE,33.9531,1.0,26.88,1,
15.905,79.55,0.005,83.16,CRITICAL,70.0282,1.0,55.44,1,
16.005,79.68,0.005,83.16,CRITICAL,70.0282,1.0,55.44,1,
15.82,79.52,0.005,83.16,CRITICAL,70.0282,1.0,55.44,1,
16.07,79.62,0.005,83.16,CRITICAL,70.0282,1.0,55.44,1,
16.0,79.605,0.005,83.16,CRITICAL,70.0282,1.0,55.44,1,
17.65,83.065,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
17.64,83.155,0.005,15.6,SAFE,9.1956,0.0,10.4,1,
17.61,83.265,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
17.75,83.365,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
17.675,83.295,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
17.72,83.1,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
17.69,83.25,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
17.635,83.235,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
17.61,83.235,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
17.76,83.255,0.005,7.2,SAFE,4.2441,0.0,4.8,1,
17.54,83.005,0.005,27.72,SAFE,23.3427,1.0,18.48,1,
17.745,83.145,0.005,100.0,CRITICAL,296.3821,0.9212,114.68,2,
17.6,83.21,0.005,19.8,SAFE,23.3427,0.0,13.2,1,
17.69,83.275,0.005,42.72,MODERATE,41.0266,0.569,14.24,2,
17.69,83.26,0.005,40.92,MODERATE,31.1237,0.75,13.64,2,
17.765,83.15,0.005,100.0,CRITICAL,326.7984,1.0,258.72,1,
17.64,83.38,0.005,100.0,CRITICAL,326.7984,0.0,184.8,1,
17.695,83.255,0.005,100.0,CRITICAL,326.7984,1.0,258.72,1,
17.655,83.25,0.005,100.0,CRITICAL,326.7984,0.0,184.8,1,
17.62,83.155,0.005,100.0,CRITICAL,326.7984,1.0,258.72,1,
17.595,83.285,0.005,100.0,CRITICAL,144.3006,1.0,114.24,1,
17.605,83.095,0.005,100.0,CRITICAL,144.3006,1.0,114.24,1,
17.745,83.205,0.005,100.0,CRITICAL,144.3006,1.0,114.24,1,
17.615,83.27,0.005,100.0,CRITICAL,144.3006,1.0,114.24,1,
17.58,83.185,0.005,100.0,CRITICAL,144.3006,1.0,114.24,1,
18.115,83.405,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.19,83.315,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.075,83.37,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.1,83.4,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
18.15,83.56,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
18.11,83.39,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
18.14,83.45,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
18.085,83.42,0.005,18.36,SAFE,19.0986,0.0741,6.12,2,
18.12,83.475,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
18.155,83.3,0.005,2.4,SAFE,1.4147,0.0,1.6,1,
18.1,83.375,0.005,24.0,SAFE,28.2942,0.0,16.0,1,
17.985,83.405,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
18.115,83.555,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
18.13,83.38,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
18.14,83.315,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
18.27,83.485,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
18.235,83.515,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
18.115,83.365,0.005,13.2,SAFE,15.5618,0.0,8.8,1,
18.165,83.42,0.005,18.48,SAFE,15.5618,1.0,12.32,1,
18.175,83.345,0.005,13.2,SAFE,15.5618,0.0,8.8,1,
18.085,83.38,0.005,100.0,CRITICAL,85.5901,1.0,67.76,1,
18.095,83.365,0.005,100.0,CRITICAL,85.5901,1.0,67.76,1,
18.165,83.51,0.005,72.6,HIGH,85.5901,0.0,48.4,1,
18.125,83.45,0.005,100.0,CRITICAL,85.5901,1.0,67.76,1,
18.085,83.57,0.005,72.6,HIGH,85.5901,0.0,48.4,1,
17.915,79.525,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
18.17,79.565,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
18.02,79.5,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.85,79.535,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.855,79.62,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.905,79.67,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
18.01,79.615,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
18.135,79.66,0.005,50.16,MODERATE,26.1722,0.3243,16.72,2,
17.995,79.71,0.005,100.0,CRITICAL,384.8016,1.0,159.32,2,
18.015,79.47,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
18.075,79.58,0.005,62.4,HIGH,36.7825,0.0,41.6,1,
17.925,79.705,0.005,62.4,HIGH,36.7825,0.0,41.6,1,
17.995,79.57,0.005,87.36,CRITICAL,36.7825,1.0,58.24,1,
17.995,79.485,0.005,62.4,HIGH,36.7825,0.0,41.6,1,
17.995,79.665,0.005,87.36,CRITICAL,36.7825,1.0,58.24,1,
18.095,79.645,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
17.975,79.605,0.005,100.0,CRITICAL,170.4728,1.0,134.96,1,
17.985,79.53,0.005,100.0,CRITICAL,261.7217,1.0,103.6,2,
